@relation pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute livingGhosts numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}

@data
1,8,547,North
2,4,374,North
3,3,179,North
1,5,540,North
4,1,-2,North
3,3,179,North
1,1,561,North
1,13,510,North
1,9,523,North
1,7,538,North
2,6,364,North
1,7,538,North
2,7,365,North
3,3,185,North
2,9,369,North
1,10,552,North
1,7,504,North
1,2,565,South
1,5,574,South
1,5,538,South
1,11,520,South
1,14,559,South
1,9,528,South
1,8,550,South
1,16,562,South
1,12,513,South
2,8,372,South
3,3,190,South
1,7,536,South
1,9,549,South
2,8,367,South
4,7,-1,South
4,7,-1,South
1,9,533,South
1,8,547,South
1,9,548,South
1,8,535,South
3,8,195,South
2,6,381,South
1,16,561,South
2,10,374,South
1,9,534,South
1,5,538,South
1,8,550,South
3,3,187,South
1,7,536,South
1,9,530,South
2,10,373,South
1,10,515,South
2,2,385,South
1,13,552,South
1,11,519,South
2,7,382,South
1,9,549,South
1,13,552,South
3,3,190,South
1,11,520,South
2,2,385,South
1,11,519,South
1,4,573,South
1,2,563,South
1,9,530,South
4,5,-1,South
1,9,528,South
4,4,-4,East
2,2,380,East
2,1,354,East
2,3,357,East
1,1,576,East
1,8,583,East
2,11,376,East
4,3,-4,East
1,6,581,East
1,3,571,East
4,3,-8,East
2,4,377,East
1,2,577,East
1,8,583,East
4,4,-3,East
4,3,-9,East
4,4,-5,East
2,4,375,East
1,3,569,East
3,1,190,East
3,4,186,East
2,1,366,East
4,3,-9,East
4,4,-5,East
2,11,376,East
3,4,193,East
1,8,583,East
3,3,186,East
4,5,-2,East
4,4,-5,East
2,3,370,East
3,1,190,East
4,3,-8,East
1,3,571,East
1,3,567,East
2,6,379,East
4,4,-4,East
1,21,565,East
1,8,583,East
4,2,-6,East
1,3,578,East
1,3,569,East
1,3,570,East
3,4,193,East
2,3,370,East
4,4,-6,East
4,4,-4,East
1,5,498,West
1,3,536,West
1,2,562,West
1,9,545,West
1,1,533,West
3,3,190,West
1,5,500,West
1,5,544,West
1,9,508,West
1,3,536,West
1,8,505,West
1,5,499,West
1,5,498,West
1,11,509,West
1,5,498,West
3,3,189,West
1,5,499,West
3,3,185,West
3,1,185,West
1,3,536,West
1,10,550,West
1,8,546,West
1,9,507,West
3,6,192,West
1,11,553,West
1,11,554,West
3,3,189,West
1,5,544,West
1,3,536,West
1,16,560,West
1,2,534,West
3,2,186,West
3,3,181,West
1,6,501,West
3,2,186,West
1,2,534,West
1,2,534,West
1,14,556,West
3,3,185,West
1,8,548,West
1,14,558,West
1,8,546,West
1,10,550,West
1,14,556,West
1,1,496,West
1,10,551,West
1,11,509,West
