12,10,4,3,0
12,11,4,1,1
12,12,4,1,2
12,11,4,2,3
12,12,4,1,4
13,12,3,9,5
13,11,3,7,6
13,10,3,6,7
13,9,3,6,8
13,8,3,4,9
13,7,3,4,10
13,6,3,2,11
13,5,2,11,12
13,6,2,9,13
13,7,2,9,14
13,8,2,9,15
12,8,2,9,16
12,9,2,9,17
12,8,2,8,18
11,8,2,8,19
11,7,2,6,20
10,7,2,6,21
9,7,2,6,22
9,6,2,4,23
8,6,2,2,24
7,6,2,2,25
6,6,1,9,26
