@relation 'pacman_info-weka.filters.unsupervised.attribute.Remove-R6-8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,6-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}
@attribute score2 numeric

@data
1,18,13,0,Stop,-1,{0.306139}
1,18,13,-1,Stop,-2,{0.306139}
1,18,14,-2,Stop,-3,{0.306139}
1,18,15,-3,Stop,-4,{0.306139}
1,18,14,-4,Stop,-5,{0.306139}
1,18,15,-5,Stop,-6,{0.306139}
1,17,13,-6,South,-7,{0.306139}
1,16,12,-7,South,-8,{0.306139}
1,15,10,-8,South,-9,{0.306139}
1,14,10,-9,South,-10,{0.306139}
1,13,8,-10,South,-11,{0.306139}
1,12,8,-11,South,-12,{0.306139}
1,11,6,-12,South,-13,{0.306139}
1,10,5,-13,South,-14,{0.306139}
1,9,4,-14,South,-15,{0.306139}
1,8,4,-15,South,-16,{0.306139}
1,7,3,-16,South,-17,{0.306139}
1,6,2,-17,South,-18,{0.306139}
1,5,2,-18,South,-19,{0.306139}
2,5,2,-19,East,-20,{0.306139}
3,5,2,180,East,179,{0.438066}
4,5,2,179,East,178,{0.438066}
5,5,2,178,East,177,{0.438066}
5,5,3,177,East,176,{0.438066}
5,6,1,176,North,375,{0.890899}
4,6,5,375,West,374,{0.890899}
4,5,3,374,South,373,{0.890899}
4,4,2,373,South,372,{0.890899}
4,3,1,372,South,571,{0.578759}
3,3,3,571,West,570,{0.578759}
2,3,3,570,West,569,{0.578759}
3,3,1,569,East,768,{5.663571}
1,18,13,0,Stop,-1,{0.306139}
1,18,13,-1,Stop,-2,{0.306139}
1,17,12,-2,South,-3,{0.306139}
1,16,11,-3,South,-4,{0.306139}
1,15,10,-4,South,-5,{0.306139}
1,14,9,-5,South,-6,{0.306139}
1,13,8,-6,South,-7,{0.306139}
1,12,7,-7,South,-8,{0.306139}
1,11,6,-8,South,-9,{0.306139}
1,10,5,-9,South,-10,{0.306139}
1,9,4,-10,South,-11,{0.306139}
1,8,5,-11,South,-12,{0.306139}
1,7,4,-12,South,-13,{0.306139}
1,6,3,-13,South,-14,{0.306139}
1,5,2,-14,South,-15,{0.306139}
1,4,1,-15,South,-16,{0.306139}
2,4,1,-16,East,183,{0.438066}
2,3,1,183,South,382,{0.890899}
1,3,8,382,West,381,{0.890899}
1,4,7,381,North,380,{0.890899}
2,4,6,380,East,379,{0.890899}
3,4,5,379,East,378,{0.890899}
4,4,4,378,East,377,{0.890899}
5,4,3,377,East,376,{0.890899}
5,5,2,376,North,375,{0.890899}
5,6,1,375,North,574,{0.578759}
6,6,4,574,East,573,{0.578759}
6,7,3,573,North,572,{0.578759}
6,8,2,572,North,571,{0.578759}
6,9,1,571,North,770,{5.663571}
1,18,13,0,Stop,-1,{0.306139}
1,18,13,-1,Stop,-2,{0.306139}
1,18,13,-2,Stop,-3,{0.306139}
1,17,12,-3,South,-4,{0.306139}
1,16,11,-4,South,-5,{0.306139}
1,15,10,-5,South,-6,{0.306139}
1,14,9,-6,South,-7,{0.306139}
1,13,8,-7,South,-8,{0.306139}
1,12,7,-8,South,-9,{0.306139}
1,11,6,-9,South,-10,{0.306139}
1,10,5,-10,South,-11,{0.306139}
1,9,4,-11,South,-12,{0.306139}
1,8,5,-12,South,-13,{0.306139}
1,7,6,-13,South,-14,{0.306139}
1,6,7,-14,South,-15,{0.306139}
2,6,6,-15,East,-16,{0.306139}
3,6,5,-16,East,-17,{0.306139}
3,7,4,-17,North,-18,{0.306139}
3,8,3,-18,North,-19,{0.306139}
3,9,2,-19,North,-20,{0.306139}
4,9,1,-20,East,179,{0.438066}
5,9,12,179,East,178,{0.438066}
6,9,11,178,East,177,{0.438066}
6,8,10,177,South,176,{0.438066}
6,7,9,176,South,175,{0.438066}
6,6,8,175,South,174,{0.438066}
7,6,7,174,East,173,{0.438066}
8,6,6,173,East,172,{0.438066}
9,6,5,172,East,171,{0.438066}
10,6,4,171,East,170,{0.438066}
10,5,3,170,South,169,{0.438066}
10,4,2,169,South,168,{0.438066}
10,3,1,168,South,167,{0.438066}
10,4,2,167,North,166,{0.438066}
11,4,1,166,East,365,{0.508269}
11,3,9,365,South,364,{0.508269}
11,4,8,364,North,363,{0.508269}
11,5,7,363,North,362,{0.508269}
11,6,6,362,North,361,{0.508269}
11,7,7,361,North,360,{0.508269}
11,8,8,360,North,359,{0.508269}
11,9,9,359,North,358,{0.508269}
11,10,10,358,North,357,{0.508269}
11,11,11,357,North,356,{0.508269}
11,12,12,356,North,355,{0.508269}
12,12,11,355,East,354,{0.508269}
13,12,10,354,East,353,{0.508269}
13,11,9,353,South,352,{0.508269}
13,10,8,352,South,351,{0.508269}
13,9,7,351,South,350,{0.508269}
13,8,6,350,South,349,{0.508269}
13,7,5,349,South,348,{0.508269}
13,6,4,348,South,347,{0.508269}
14,6,3,347,East,346,{0.508269}
15,6,2,346,East,345,{0.508269}
16,6,1,345,East,544,{0.578759}
17,6,9,544,East,543,{0.578759}
18,6,8,543,East,542,{0.578759}
19,6,7,542,East,541,{0.578759}
20,6,6,541,East,540,{0.578759}
21,6,5,540,East,539,{0.578759}
22,6,4,539,East,538,{0.578759}
23,6,3,538,East,537,{0.578759}
24,6,2,537,East,536,{0.578759}
25,6,1,536,East,735,{5.663571}
1,18,13,0,Stop,-1,{0.306139}
1,18,14,-1,Stop,-2,{0.306139}
1,17,13,-2,South,-3,{0.306139}
1,16,13,-3,South,-4,{0.306139}
1,15,12,-4,South,-5,{0.306139}
1,14,12,-5,South,-6,{0.306139}
1,13,12,-6,South,-7,{0.306139}
1,12,12,-7,South,-8,{0.306139}
1,11,10,-8,South,-9,{0.306139}
1,10,10,-9,South,-10,{0.306139}
1,9,8,-10,South,-11,{0.306139}
1,8,8,-11,South,-12,{0.306139}
1,7,6,-12,South,-13,{0.306139}
1,6,6,-13,South,-14,{0.306139}
2,6,4,-14,East,-15,{0.306139}
3,6,4,-15,East,-16,{0.306139}
4,6,2,-16,East,-17,{0.306139}
5,6,4,-17,East,-18,{0.306139}
5,7,2,-18,North,-19,{0.306139}
4,7,2,-19,West,-20,{0.306139}
4,8,7,180,North,179,{0.438066}
3,8,8,179,West,178,{0.438066}
3,7,8,178,South,177,{0.438066}
4,7,6,177,East,176,{0.438066}
5,7,5,176,East,175,{0.438066}
5,6,4,175,South,174,{0.438066}
6,6,4,174,East,173,{0.438066}
7,6,2,173,East,172,{0.438066}
8,6,2,172,East,171,{0.438066}
9,6,2,171,East,170,{0.438066}
9,7,2,170,North,169,{0.438066}
9,8,4,169,North,168,{0.438066}
