@relation 'pacman_info-weka.filters.unsupervised.attribute.Remove-R6-8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,6-weka.filters.supervised.instance.ClassBalancer-num-intervals10'

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute livingGhosts numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}
@attribute score2 numeric

@data
1,18,4,13,0,Stop,-1,{0.371892}
1,18,4,13,-1,Stop,-2,{0.371892}
1,18,4,14,-2,Stop,-3,{0.371892}
1,18,4,15,-3,Stop,-4,{0.371892}
1,18,4,14,-4,Stop,-5,{0.371892}
1,18,4,15,-5,Stop,-6,{0.371892}
1,17,4,13,-6,South,-7,{0.371892}
1,16,4,12,-7,South,-8,{0.371892}
1,15,4,10,-8,South,-9,{0.371892}
1,14,4,10,-9,South,-10,{0.371892}
1,13,4,8,-10,South,-11,{0.371892}
1,12,4,8,-11,South,-12,{0.371892}
1,11,4,6,-12,South,-13,{0.371892}
1,10,4,5,-13,South,-14,{0.371892}
1,9,4,4,-14,South,-15,{0.371892}
1,8,4,4,-15,South,-16,{0.371892}
1,7,4,3,-16,South,-17,{0.371892}
1,6,4,2,-17,South,-18,{0.371892}
1,5,4,2,-18,South,-19,{0.371892}
2,5,4,2,-19,East,-20,{0.371892}
3,5,3,2,180,East,179,{0.50963}
4,5,3,2,179,East,178,{0.50963}
5,5,3,2,178,East,177,{0.50963}
5,5,3,3,177,East,176,{0.50963}
5,6,3,1,176,North,375,{0.716667}
4,6,2,5,375,West,374,{0.716667}
4,5,2,3,374,South,373,{0.716667}
4,4,2,2,373,South,372,{0.716667}
4,3,2,1,372,South,571,{0.487943}
3,3,1,3,571,West,570,{0.487943}
2,3,1,3,570,West,569,{0.487943}
3,3,1,1,569,East,768,{5.292308}
1,18,4,13,0,Stop,-1,{0.371892}
1,18,4,13,-1,Stop,-2,{0.371892}
1,17,4,12,-2,South,-3,{0.371892}
1,16,4,11,-3,South,-4,{0.371892}
1,15,4,10,-4,South,-5,{0.371892}
1,14,4,9,-5,South,-6,{0.371892}
1,13,4,8,-6,South,-7,{0.371892}
1,12,4,7,-7,South,-8,{0.371892}
1,11,4,6,-8,South,-9,{0.371892}
1,10,4,5,-9,South,-10,{0.371892}
1,9,4,4,-10,South,-11,{0.371892}
1,8,4,5,-11,South,-12,{0.371892}
1,7,4,4,-12,South,-13,{0.371892}
1,6,4,3,-13,South,-14,{0.371892}
1,5,4,2,-14,South,-15,{0.371892}
1,4,4,1,-15,South,-16,{0.371892}
2,4,4,1,-16,East,183,{0.50963}
2,3,3,1,183,South,382,{0.716667}
1,3,2,8,382,West,381,{0.716667}
1,4,2,7,381,North,380,{0.716667}
2,4,2,6,380,East,379,{0.716667}
3,4,2,5,379,East,378,{0.716667}
4,4,2,4,378,East,377,{0.716667}
5,4,2,3,377,East,376,{0.716667}
5,5,2,2,376,North,375,{0.716667}
5,6,2,1,375,North,574,{0.487943}
6,6,1,4,574,East,573,{0.487943}
6,7,1,3,573,North,572,{0.487943}
6,8,1,2,572,North,571,{0.487943}
6,9,1,1,571,North,770,{5.292308}
1,18,4,13,0,Stop,-1,{0.371892}
1,18,4,13,-1,Stop,-2,{0.371892}
1,18,4,13,-2,Stop,-3,{0.371892}
1,17,4,12,-3,South,-4,{0.371892}
1,16,4,11,-4,South,-5,{0.371892}
1,15,4,10,-5,South,-6,{0.371892}
1,14,4,9,-6,South,-7,{0.371892}
1,13,4,8,-7,South,-8,{0.371892}
1,12,4,7,-8,South,-9,{0.371892}
1,11,4,6,-9,South,-10,{0.371892}
