@relation pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R5

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute livingGhosts numeric
@attribute minGhost numeric
@attribute class {Stop,North,South,East,West}

@data
7,12,3,3,North
8,5,1,8,North
7,12,3,3,North
13,9,1,3,North
13,4,1,4,North
13,4,1,3,North
4,8,1,11,North
13,5,1,3,North
12,11,4,3,North
3,10,1,9,North
3,12,2,9,South
4,9,1,15,South
4,5,1,15,South
13,3,1,3,South
3,8,2,2,South
3,10,2,5,South
12,12,3,5,South
3,8,2,2,South
14,10,3,6,South
14,8,3,4,South
3,9,2,4,South
4,6,1,15,South
7,11,3,3,South
7,11,3,3,South
10,12,3,6,South
14,10,3,6,South
4,13,2,10,South
3,7,1,10,South
6,3,3,3,South
4,7,1,15,South
9,6,2,3,South
8,7,2,2,South
9,3,1,7,South
10,11,3,4,South
13,3,1,3,South
14,8,3,4,South
13,3,1,3,South
9,6,2,3,South
10,8,1,5,East
11,4,1,5,East
14,11,3,6,East
8,3,3,1,East
6,11,1,5,East
3,6,4,2,East
8,11,1,5,East
7,3,3,2,East
3,6,4,2,East
13,8,1,4,East
8,11,1,5,East
6,11,1,5,East
13,8,1,4,East
12,8,1,4,East
6,6,4,2,East
8,3,3,1,East
10,3,1,6,East
10,3,1,6,East
13,3,1,5,East
10,8,1,5,East
9,5,1,8,East
9,3,2,3,East
13,3,1,5,East
14,11,3,6,East
4,11,1,7,East
5,6,4,2,East
13,8,1,4,East
8,11,1,5,East
4,10,1,16,West
6,11,3,2,West
4,6,1,2,West
11,7,2,4,West
4,6,1,2,West
8,8,2,3,West
11,7,2,4,West
9,12,3,5,West
6,12,3,3,West
3,13,2,10,West
11,7,2,4,West
10,12,3,5,West
13,8,3,4,West
10,12,3,5,West
10,12,3,6,West
8,11,3,2,West
4,14,2,12,West
7,12,3,3,West
10,12,3,5,West
10,7,2,3,West
9,11,3,3,West
12,8,2,8,West
3,13,2,10,West
13,8,3,4,West
7,11,3,2,West
10,7,2,3,West
10,12,3,5,West
9,7,2,3,West
