@relation pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R4

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute livingGhosts numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}

@data
8,4,2,367,North
7,4,2,366,West
6,4,2,365,West
5,4,2,364,West
4,4,2,363,West
3,4,2,362,West
2,4,1,561,West
3,4,1,560,East
4,4,1,559,East
5,4,1,558,East
6,4,1,557,East
7,4,1,556,East
8,4,1,555,East
9,4,1,554,East
10,4,1,553,East
11,4,1,552,East
12,4,1,551,East
13,4,1,550,East
14,4,1,549,East
15,4,1,548,East
16,4,1,547,East
17,4,1,546,East
18,4,1,545,East
18,5,1,544,North
18,6,1,543,North
17,6,1,542,West
16,6,1,541,West
15,6,1,540,West
14,6,1,539,West
14,5,1,538,South
1,6,4,0,Stop
1,6,4,-1,Stop
1,6,4,-2,Stop
1,6,4,-3,Stop
2,6,4,-4,East
3,6,4,-5,East
4,6,4,-6,East
5,6,4,-7,East
6,6,4,-8,East
7,6,4,-9,East
8,6,3,190,East
9,6,3,189,East
10,6,3,188,East
11,6,3,187,East
12,6,3,186,East
13,6,3,185,East
14,6,3,184,East
15,6,3,183,East
16,6,2,382,East
16,5,2,381,South
16,4,2,380,South
16,3,2,379,South
15,3,2,378,West
14,3,2,377,West
13,3,2,376,West
12,3,2,375,West
11,3,1,574,West
10,3,1,573,West
9,3,1,572,West
8,3,1,571,West
7,3,1,570,West
6,3,1,569,West
1,18,4,0,Stop
1,18,4,-1,Stop
2,18,4,-2,East
3,18,4,-3,East
4,18,4,-4,East
5,18,4,-5,East
6,18,4,-6,East
7,18,4,-7,East
8,18,4,-8,East
9,18,4,-9,East
10,18,4,-10,East
11,18,4,-11,East
12,18,4,-12,East
13,18,4,-13,East
14,18,4,-14,East
14,17,4,-15,South
14,16,4,-16,South
14,15,4,-17,South
15,15,4,-18,East
16,15,4,-19,East
17,15,4,-20,East
17,14,4,-21,South
17,13,4,-22,South
18,13,4,-23,East
19,13,4,-24,East
19,14,4,-25,North
19,14,4,-26,North
20,14,4,-27,East
20,14,4,-28,East
20,15,4,-29,North
21,15,4,-30,East
22,15,4,-31,East
23,15,4,-32,East
24,15,4,-33,East
24,14,4,-34,South
23,14,4,-35,West
22,14,4,-36,West
22,15,4,-37,North
23,15,3,162,East
24,15,3,161,East
23,15,3,160,West
22,15,3,159,West
21,15,3,158,West
20,15,3,157,West
20,14,3,156,South
20,13,3,155,South
20,12,3,154,South
20,11,3,153,South
19,11,3,152,West
18,11,3,151,West
17,11,3,150,West
16,11,3,149,West
15,11,3,148,West
14,11,3,147,West
14,10,3,146,South
14,9,3,145,South
14,8,3,144,South
14,7,3,143,South
14,6,3,142,South
14,5,2,341,South
14,4,2,340,South
14,5,2,339,North
14,6,2,338,North
14,7,2,337,North
14,8,2,336,North
14,9,2,335,North
14,10,2,334,North
14,11,2,333,North
13,11,2,332,West
13,11,2,331,West
13,11,2,330,West
13,12,2,329,North
12,12,2,328,West
11,12,2,327,West
10,12,2,326,West
10,11,2,325,South
10,10,2,324,South
10,9,2,323,South
10,8,2,322,South
10,7,2,321,South
10,6,2,320,South
9,6,2,319,West
8,6,2,318,West
7,6,2,317,West
6,6,2,316,West
5,6,2,315,West
4,6,2,314,West
3,6,2,313,West
2,6,2,312,West
1,6,1,511,West
1,7,1,510,North
1,8,1,509,North
1,7,1,508,South
1,6,1,507,South
2,6,1,506,East
3,6,1,505,East
3,5,1,504,South
3,4,1,503,South
4,4,1,502,East
5,4,1,501,East
1,18,4,0,Stop
1,18,4,-1,Stop
1,18,4,-2,Stop
2,18,4,-3,East
3,18,4,-4,East
2,18,4,-5,West
1,18,4,-6,West
1,17,4,-7,South
1,16,4,-8,South
1,15,4,-9,South
1,14,4,-10,South
1,13,4,-11,South
1,12,4,-12,South
1,11,4,-13,South
1,10,4,-14,South
1,9,4,-15,South
1,8,4,-16,South
1,7,4,-17,South
1,6,4,-18,South
2,6,4,-19,East
3,6,4,-20,East
4,6,4,-21,East
4,7,4,-22,North
4,8,4,-23,North
4,9,4,-24,North
5,9,3,175,East
5,8,3,174,South
5,7,3,173,South
5,6,3,172,South
6,6,3,171,East
7,6,3,170,East
8,6,3,169,East
9,6,3,168,East
10,6,3,167,East
11,6,3,166,East
11,5,3,165,South
11,4,3,164,South
11,5,3,163,North
11,6,3,162,North
11,5,3,161,South
11,4,3,160,South
11,3,2,359,South
11,4,2,358,North
11,5,2,357,North
11,6,2,356,North
11,7,2,355,North
11,8,2,354,North
11,9,2,353,North
11,10,2,352,North
11,11,2,351,North
11,12,2,350,North
12,12,2,349,East
13,12,2,348,East
14,12,2,347,East
14,11,2,346,South
14,10,2,345,South
13,10,2,344,West
13,10,2,343,West
13,9,2,342,South
13,8,2,341,South
13,7,2,340,South
13,6,2,339,South
14,6,2,338,East
15,6,2,337,East
16,6,2,336,East
17,6,1,535,East
16,6,1,534,West
15,6,1,533,West
14,6,1,532,West
14,7,1,531,North
14,8,1,530,North
14,9,1,529,North
14,10,1,528,North
15,10,1,527,East
16,10,1,526,East
17,10,1,525,East
18,10,1,524,East
19,10,1,523,East
19,11,1,522,North
19,12,1,521,North
19,13,1,520,North
20,13,1,519,East
20,13,1,518,East
20,14,1,517,North
20,15,1,516,North
21,15,1,515,East
22,15,1,514,East
23,15,1,513,East
24,15,1,512,East
25,15,1,511,East
25,14,1,510,South
1,13,4,0,Stop
1,13,4,-1,Stop
1,13,4,-2,Stop
1,12,4,-3,South
1,11,4,-4,South
1,10,4,-5,South
2,10,4,-6,East
3,10,4,-7,East
4,10,4,-8,East
5,10,4,-9,East
5,9,4,-10,South
5,8,4,-11,South
5,8,4,-12,South
4,8,4,-13,West
3,8,4,-14,West
2,8,4,-15,West
1,8,4,-16,West
1,7,4,-17,South
1,6,4,-18,South
1,5,4,-19,South
2,5,4,-20,East
3,5,4,-21,East
4,5,4,-22,East
5,5,4,-23,East
6,5,4,-24,East
7,5,3,175,East
6,5,3,174,West
5,5,3,173,West
4,5,3,172,West
3,5,3,171,West
2,5,3,170,West
1,5,3,169,West
1,4,3,168,South
1,3,3,167,South
2,3,3,166,East
3,3,3,165,East
4,3,3,164,East
5,3,3,163,East
6,3,3,162,East
7,3,3,161,East
8,3,3,160,East
9,3,3,159,East
10,3,3,158,East
11,3,3,157,East
12,3,3,156,East
13,3,2,355,East
14,3,2,354,East
15,3,2,353,East
16,3,2,352,East
17,3,2,351,East
18,3,2,350,East
18,4,2,349,North
18,5,2,348,North
18,6,2,347,North
17,6,2,346,West
16,6,2,345,West
15,6,1,544,West
16,6,1,543,East
17,6,1,542,East
17,7,1,541,North
17,8,1,540,North
17,9,1,539,North
17,10,1,538,North
17,11,1,537,North
16,11,1,536,West
15,11,1,535,West
1,13,4,0,Stop
1,13,4,-1,Stop
1,13,4,-2,Stop
2,13,4,-3,East
3,13,4,-4,East
4,13,4,-5,East
5,13,4,-6,East
6,13,4,-7,East
7,13,4,-8,East
8,13,4,-9,East
9,13,4,-10,East
9,12,4,-11,South
9,11,4,-12,South
10,11,4,-13,East
11,11,4,-14,East
12,11,4,-15,East
13,11,4,-16,East
14,11,4,-17,East
15,11,4,-18,East
16,11,3,181,East
17,11,3,180,East
17,10,3,179,South
17,9,3,178,South
17,8,3,177,South
17,7,3,176,South
17,6,3,175,South
16,6,3,174,West
15,6,3,173,West
14,6,3,172,West
13,6,3,171,West
12,6,3,170,West
11,6,2,369,West
10,6,2,368,West
9,6,2,367,West
9,5,2,366,South
9,4,2,365,South
9,3,2,364,South
10,3,2,363,East
11,3,2,362,East
12,3,2,361,East
13,3,2,360,East
14,3,2,359,East
15,3,1,558,East
14,3,1,557,West
13,3,1,556,West
12,3,1,555,West
11,3,1,554,West
10,3,1,553,West
9,3,1,552,West
8,3,1,551,West
7,3,1,550,West
6,3,1,549,West
5,3,1,548,West
4,3,1,547,West
3,3,1,546,West
2,3,1,545,West
1,3,1,544,West
1,4,1,543,North
12,10,4,0,Stop
12,10,4,-1,Stop
12,10,4,-2,Stop
12,10,4,-3,Stop
12,10,4,-4,Stop
13,10,4,-5,East
14,10,4,-6,East
15,10,4,-7,East
15,9,4,-8,South
15,8,4,-9,South
15,7,4,-10,South
15,6,4,-11,South
15,5,4,-12,South
14,5,4,-13,West
13,5,4,-14,West
13,4,3,185,South
13,3,3,184,South
12,3,3,183,West
11,3,3,182,West
10,3,3,181,West
9,3,3,180,West
8,3,3,179,West
7,3,3,178,West
6,3,3,177,West
5,3,3,176,West
5,4,3,175,North
5,5,3,174,North
6,5,2,373,East
7,5,2,372,East
7,6,2,371,North
6,6,2,370,West
5,6,2,369,West
4,6,2,368,West
4,7,2,367,North
4,8,2,366,North
4,9,2,365,North
3,9,2,364,West
3,10,2,363,North
3,11,2,362,North
3,12,2,361,North
3,13,2,360,North
3,14,2,359,North
4,14,2,358,East
5,14,1,557,East
6,14,1,556,East
7,14,1,555,East
8,14,1,554,East
12,10,4,0,Stop
12,10,4,-1,Stop
12,10,4,-2,Stop
13,10,4,-3,East
14,10,4,-4,East
15,10,4,-5,East
15,11,4,-6,North
15,12,4,-7,North
15,13,4,-8,North
15,14,4,-9,North
14,14,4,-10,West
13,14,4,-11,West
12,14,4,-12,West
11,14,4,-13,West
10,14,4,-14,West
10,13,4,-15,South
10,12,4,-16,South
11,12,4,-17,East
12,12,4,-18,East
13,12,3,181,East
12,12,3,180,West
11,12,3,179,West
10,12,3,178,West
9,12,3,177,West
8,12,3,176,West
7,12,3,175,West
6,12,3,174,West
5,12,2,373,West
6,12,2,372,East
7,12,2,371,East
8,12,2,370,East
8,13,2,369,North
8,14,2,368,North
7,14,2,367,West
6,14,2,366,West
5,14,2,365,West
4,14,2,364,West
3,14,2,363,West
3,13,2,362,South
3,12,2,361,South
3,11,2,360,South
3,10,2,359,South
3,9,2,358,South
3,8,2,357,South
3,7,2,356,South
3,6,2,355,South
4,6,2,354,East
5,6,1,553,East
5,5,1,552,South
5,4,1,551,South
6,4,1,550,East
7,4,1,549,East
7,3,1,548,South
8,3,1,547,East
9,3,1,546,East
10,3,1,545,East
11,3,1,544,East
12,3,1,543,East
12,4,1,542,North
12,5,1,541,North
12,6,1,540,North
