4,3,1
4,2,2
4,1,3
3,6,4
3,5,5
3,4,6
3,3,7
3,2,8
3,1,9
2,8,10
2,7,11
2,6,12
2,5,13
2,4,14
2,3,15
2,2,16
2,1,17
1,6,18
1,5,19
1,4,20
1,3,21
1,4,22
1,3,23
1,2,24
1,1,25
4,3,1
4,2,2
3,7,3
3,7,4
3,5,5
3,3,6
3,3,7
3,2,8
3,2,9
3,2,10
2,8,11
2,6,12
2,6,13
2,4,14
2,3,15
2,2,16
2,2,17
2,2,18
1,12,19
1,12,20
1,12,21
1,10,22
1,9,23
1,9,24
1,8,25
1,7,26
1,7,27
1,6,28
1,4,29
1,4,30
1,4,31
1,4,32
1,4,33
1,4,34
1,2,35
1,2,36
1,2,37
1,1,38
4,3,1
4,1,2
3,5,3
3,5,4
3,4,5
3,4,6
3,3,7
3,2,8
3,2,9
3,2,10
3,1,11
2,9,12
2,8,13
2,8,14
2,8,15
2,8,16
2,8,17
2,8,18
2,6,19
2,6,20
2,4,21
2,4,22
2,4,23
2,3,24
2,1,25
1,9,26
1,7,27
1,5,28
1,5,29
1,4,30
1,2,31
1,1,32
4,3,1
4,3,2
4,1,3
3,7,4
3,6,5
3,6,6
3,6,7
3,6,8
3,6,9
3,5,10
3,5,11
3,3,12
3,2,13
3,2,14
3,2,15
3,2,16
3,2,17
3,2,18
3,1,19
2,6,20
2,6,21
2,6,22
2,4,23
2,2,24
2,2,25
2,2,26
2,2,27
2,2,28
1,11,29
1,11,30
1,11,31
1,11,32
1,10,33
1,9,34
1,9,35
1,7,36
1,5,37
1,5,38
1,5,39
1,5,40
1,5,41
1,5,42
1,5,43
1,5,44
1,3,45
1,3,46
1,2,47
1,1,48
4,3,1
4,3,2
4,3,3
4,2,4
4,1,5
3,8,6
3,6,7
3,6,8
3,4,9
3,4,10
3,3,11
3,3,12
3,3,13
3,1,14
2,10,15
2,10,16
2,10,17
2,10,18
2,9,19
2,9,20
2,8,21
2,7,22
2,7,23
2,7,24
2,7,25
2,7,26
2,5,27
2,3,28
2,3,29
2,2,30
1,5,31
1,5,32
1,3,33
1,1,34
4,3,1
4,3,2
4,3,3
4,2,4
4,2,5
4,2,6
4,2,7
4,2,8
4,2,9
3,7,10
3,5,11
3,4,12
3,3,13
3,1,14
2,11,15
2,11,16
2,11,17
2,10,18
2,10,19
2,9,20
2,7,21
2,5,22
2,5,23
2,4,24
2,4,25
2,4,26
2,3,27
2,1,28
1,9,29
1,9,30
1,7,31
1,6,32
1,5,33
1,3,34
1,3,35
1,1,36
4,3,1
4,1,2
4,3,3
4,3,4
4,3,5
4,3,6
4,3,7
4,3,8
4,3,9
4,1,10
4,2,11
4,1,12
3,9,13
3,7,14
3,5,15
3,5,16
3,5,17
3,5,18
3,5,19
3,5,20
3,3,21
3,1,22
2,6,23
2,6,24
2,4,25
2,2,26
2,2,27
2,2,28
2,2,29
2,2,30
2,2,31
2,2,32
2,2,33
2,2,34
1,6,35
1,4,36
1,3,37
1,1,38
4,3,1
4,3,2
4,3,3
4,1,4
4,3,5
4,3,6
4,3,7
4,3,8
4,1,9
4,1,10
4,1,11
3,8,12
3,8,13
3,6,14
3,6,15
3,5,16
3,5,17
3,5,18
3,3,19
3,2,20
2,11,21
2,10,22
2,10,23
2,10,24
2,9,25
2,9,26
2,9,27
2,9,28
2,9,29
2,9,30
2,8,31
2,8,32
2,8,33
2,7,34
2,5,35
2,4,36
2,2,37
1,11,38
1,10,39
1,10,40
1,9,41
1,9,42
1,7,43
1,7,44
1,5,45
1,5,46
1,3,47
1,3,48
1,1,49
4,3,1
4,1,2
3,7,3
3,7,4
3,6,5
3,6,6
3,4,7
3,4,8
3,4,9
3,3,10
3,3,11
3,1,12
2,6,13
2,4,14
2,3,15
2,3,16
2,1,17
1,7,18
1,5,19
1,3,20
1,1,21
4,3,1
4,3,2
4,2,3
4,2,4
4,2,5
4,2,6
4,1,7
3,7,8
3,7,9
3,7,10
3,5,11
3,5,12
3,5,13
3,5,14
3,5,15
3,4,16
3,4,17
3,4,18
3,4,19
3,2,20
3,2,21
3,2,22
2,4,23
2,4,24
2,4,25
2,4,26
2,2,27
2,2,28
2,1,29
1,14,30
1,13,31
1,12,32
1,12,33
1,11,34
1,9,35
1,9,36
1,7,37
1,5,38
1,5,39
1,3,40
1,3,41
1,3,42
1,2,43
1,2,44
1,2,45
1,1,46
4,3,1
4,3,2
4,1,3
4,1,4
4,1,5
3,7,6
3,7,7
3,5,8
3,4,9
3,4,10
3,2,11
3,2,12
3,2,13
2,7,14
2,7,15
2,7,16
2,6,17
2,6,18
2,6,19
2,4,20
2,4,21
2,2,22
2,1,23
1,10,24
1,10,25
1,10,26
1,9,27
1,9,28
1,9,29
1,8,30
1,8,31
1,6,32
1,4,33
1,4,34
1,4,35
1,4,36
1,4,37
1,4,38
1,4,39
1,2,40
