@relation pacman_info-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute x numeric
@attribute y numeric
@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute livingGhosts numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}

@data
0,0.666667,0.148148,0.3125,0.333333,0.090909,0.668301,West
0,0.666667,0.111111,0.3125,0.333333,0.136364,0.666667,West
0,0.666667,0.111111,0.375,0.333333,0.090909,0.665033,North
0,0.666667,0.111111,0.4375,0.333333,0.090909,0.663399,North
0,0.666667,0.148148,0.4375,0.333333,0.090909,0.661765,East
0,0.666667,0.185185,0.4375,0.333333,0,0.660131,East
0,0.666667,0.222222,0.4375,0,0.272727,0.985294,East
0,0.666667,0.222222,0.375,0,0.272727,0.98366,South
0,0.666667,0.222222,0.3125,0,0.227273,0.982026,South
0,0.666667,0.222222,0.25,0,0.227273,0.980392,South
0,0.666667,0.222222,0.1875,0,0.136364,0.978758,South
0,0.666667,0.222222,0.125,0,0.136364,0.977124,South
0,0.666667,0.185185,0.125,0,0.136364,0.97549,West
0,0.666667,0.148148,0.125,0,0.136364,0.973856,West
0,0.666667,0.111111,0.125,0,0.045455,0.972222,West
0,0.666667,0.074074,0.125,0,0.045455,0.970588,West
0,0.666667,0.074074,0.1875,0,0.045455,0.968954,North
0,0.666667,0.111111,0.1875,0,0.136364,0.96732,East
0,0.666667,0.148148,0.1875,0,0.227273,0.965686,East
0,0.666667,0.185185,0.1875,0,0.227273,0.964052,East
0,0.666667,0.148148,0.1875,0,0.227273,0.962418,West
0,0.666667,0.148148,0.25,0,0.136364,0.960784,North
0,0.666667,0.111111,0.25,0,0.090909,0.95915,West
0,0.666667,0.074074,0.25,0,0,0.957516,West
0,0.666667,0.037037,0.25,0,0,0.955882,West
0,0.666667,0.407407,0.5,1,0.090909,0.053922,Stop
0,0.666667,0.407407,0.5,1,0.045455,0.052288,Stop
0,0.666667,0.407407,0.5,1,0.045455,0.050654,Stop
0,0.666667,0.407407,0.5,1,0.045455,0.04902,Stop
0,0.666667,0.407407,0.5,1,0.090909,0.047386,Stop
0,0.666667,0.407407,0.5,1,0.045455,0.045752,Stop
0,0.666667,0.407407,0.5625,1,0,0.044118,North
0,0.666667,0.407407,0.625,0.666667,0.181818,0.369281,North
0,0.666667,0.407407,0.6875,0.666667,0.181818,0.367647,North
0,0.666667,0.37037,0.6875,0.666667,0.090909,0.366013,West
0,0.666667,0.333333,0.6875,0.666667,0,0.364379,West
0,0.666667,0.296296,0.6875,0.666667,0.090909,0.362745,West
0,0.666667,0.296296,0.625,0.666667,0.090909,0.361111,South
0,0.666667,0.333333,0.625,0.666667,0,0.359477,East
0,0.666667,0.37037,0.625,0.666667,0.090909,0.357843,East
0,0.666667,0.407407,0.625,0.666667,0.090909,0.356209,East
0,0.666667,0.407407,0.5625,0.666667,0,0.354575,South
0,0.666667,0.37037,0.5625,0.666667,0,0.352941,West
0,0.666667,0.333333,0.5625,0.666667,0,0.351307,West
0,0.666667,0.37037,0.5625,0.333333,0.272727,0.676471,East
0,0.666667,0.407407,0.5625,0.333333,0.272727,0.674837,East
0,0.666667,0.444444,0.5625,0.333333,0.181818,0.673203,East
0,0.666667,0.481481,0.5625,0.333333,0.181818,0.671569,East
0,0.666667,0.481481,0.5,0.333333,0.181818,0.669935,South
0,0.666667,0.481481,0.4375,0.333333,0.181818,0.668301,South
0,0.666667,0.481481,0.375,0.333333,0.090909,0.666667,South
0,0.666667,0.481481,0.3125,0.333333,0.090909,0.665033,South
0,0.666667,0.518519,0.3125,0.333333,0,0.663399,East
0,0.666667,0.518519,0.25,0,0.227273,0.988562,South
0,0.666667,0.518519,0.1875,0,0.136364,0.986928,South
0,0.666667,0.518519,0.125,0,0.136364,0.985294,South
0,0.666667,0.481481,0.125,0,0.090909,0.98366,West
0,0.666667,0.444444,0.125,0,0,0.982026,West
0,0.666667,0.407407,0.125,0,0.090909,0.980392,West
0,0.666667,0.37037,0.125,0,0.090909,0.978758,West
0,0.666667,0.407407,0.125,0,0,0.977124,East
0,0.666667,0.444444,0.125,0,0,0.97549,East
0,0.666667,0.481481,0.125,0,0.045455,0.973856,East
0,0.666667,0.481481,0.0625,0,0.045455,0.972222,South
0,0.666667,0.444444,0.0625,0,0,0.970588,West
0,0.666667,0.444444,0.125,0,0,0.968954,North
0,0.666667,0.444444,0.1875,0,0.090909,0.96732,North
0,0.666667,0.444444,0.25,0,0.181818,0.965686,North
0,0.666667,0.407407,0.25,0,0.272727,0.964052,West
0,0.666667,0.407407,0.1875,0,0.272727,0.962418,South
0,0.666667,0.444444,0.1875,0,0.181818,0.960784,East
0,0.666667,0.481481,0.1875,0,0.090909,0.95915,East
0,0.666667,0.518519,0.1875,0,0.090909,0.957516,East
0,0.666667,0.555556,0.1875,0,0.090909,0.955882,East
0,0.666667,0.592593,0.1875,0,0.090909,0.954248,East
0,0.666667,0.592593,0.125,0,0.045455,0.952614,South
0,0.666667,0.592593,0.0625,0,0.045455,0.95098,South
0,0.666667,0.555556,0.0625,0,0.045455,0.949346,West
0,0.666667,0.555556,0.125,0,0.045455,0.947712,North
0,0.666667,0.555556,0.1875,0,0.090909,0.946078,North
0,0.666667,0.555556,0.25,0,0.136364,0.944444,North
0,0.666667,0.518519,0.25,0,0.045455,0.94281,West
0,0,0,0.25,1,0.272727,0.053922,Stop
0,0,0,0.25,1,0.227273,0.052288,Stop
0,0,0,0.25,1,0.272727,0.050654,Stop
0,0,0,0.25,1,0.227273,0.04902,Stop
0,0,0,0.25,1,0.227273,0.047386,Stop
0,0,0,0.25,1,0.227273,0.045752,Stop
0,0,0,0.25,1,0.272727,0.044118,Stop
0,0,0,0.25,1,0.272727,0.042484,Stop
0,0,0,0.25,1,0.227273,0.04085,Stop
0,0,0.037037,0.25,1,0.181818,0.039216,East
0,0,0.074074,0.25,1,0.136364,0.037582,East
0,0,0.111111,0.25,1,0.090909,0.035948,East
0,0,0.148148,0.25,1,0,0.034314,East
0,0,0.185185,0.25,0.666667,0,0.359477,East
0,0,0.222222,0.25,0.333333,0.136364,0.684641,East
0,0,0.259259,0.25,0.333333,0.227273,0.683007,East
0,0,0.296296,0.25,0.333333,0.318182,0.681373,East
0,0,0.333333,0.25,0.333333,0.363636,0.679739,East
0,0,0.37037,0.25,0.333333,0.363636,0.678105,East
0,0,0.407407,0.25,0.333333,0.318182,0.676471,East
0,0,0.444444,0.25,0.333333,0.227273,0.674837,East
0,0,0.481481,0.25,0.333333,0.136364,0.673203,East
0,0,0.518519,0.25,0.333333,0.136364,0.671569,East
0,0,0.555556,0.25,0.333333,0.090909,0.669935,East
0,0,0.555556,0.1875,0.333333,0.090909,0.668301,South
0,0,0.555556,0.125,0.333333,0,0.666667,South
0,0,0.555556,0.0625,0.333333,0.045455,0.665033,South
0,0,0.592593,0.0625,0.333333,0.045455,0.663399,East
0,0,0.62963,0.0625,0.333333,0.090909,0.661765,East
0,0,0.62963,0.125,0.333333,0.090909,0.660131,North
0,0,0.592593,0.125,0.333333,0.090909,0.658497,West
0,0,0.555556,0.125,0.333333,0,0.656863,West
0,0,0.518519,0.125,0.333333,0,0.655229,West
0,0,0.518519,0.0625,0,0.409091,0.980392,South
0,0,0.481481,0.0625,0,0.363636,0.978758,West
0,0,0.518519,0.0625,0,0.363636,0.977124,East
0,0,0.555556,0.0625,0,0.454545,0.97549,East
0,0,0.518519,0.0625,0,0.363636,0.973856,West
0,0,0.481481,0.0625,0,0.363636,0.972222,West
0,0,0.444444,0.0625,0,0.272727,0.970588,West
0,0,0.407407,0.0625,0,0.272727,0.968954,West
0,0,0.37037,0.0625,0,0.227273,0.96732,West
0,0,0.333333,0.0625,0,0.136364,0.965686,West
0,0,0.296296,0.0625,0,0.090909,0.964052,West
0,0,0.296296,0.125,0,0.090909,0.962418,North
0,0,0.259259,0.125,0,0.045455,0.960784,West
0,0,0.222222,0.125,0,0,0.95915,West
0,0,0.185185,0.125,0,0.090909,0.957516,West
0,0,0.185185,0.0625,0,0.090909,0.955882,South
0,0,0.185185,0.0625,0,0.136364,0.954248,South
0,0,0.222222,0.0625,0,0.136364,0.952614,East
0,0,0.259259,0.0625,0,0.136364,0.95098,East
0,0,0.296296,0.0625,0,0.045455,0.949346,East
0,0,0.333333,0.0625,0,0,0.947712,East
0,0,0.37037,0.0625,0,0,0.946078,East
0,0,0,0.25,1,0.272727,0.053922,Stop
0,0,0,0.25,1,0.272727,0.052288,Stop
0,0,0,0.25,1,0.318182,0.050654,Stop
0,0,0,0.25,1,0.318182,0.04902,Stop
0,0,0.037037,0.25,1,0.272727,0.047386,East
0,0,0.074074,0.25,1,0.181818,0.045752,East
0,0,0.111111,0.25,1,0.136364,0.044118,East
0,0,0.148148,0.25,1,0.045455,0.042484,East
0,0,0.185185,0.25,1,0.045455,0.04085,East
0,0,0.222222,0.25,1,0,0.039216,East
0,0,0.259259,0.25,0.666667,0.318182,0.364379,East
0,0,0.222222,0.25,0.666667,0.227273,0.362745,West
0,0,0.222222,0.1875,0.666667,0.136364,0.361111,South
0,0,0.222222,0.125,0.666667,0.136364,0.359477,South
0,0,0.222222,0.0625,0.666667,0.045455,0.357843,South
0,0,0.185185,0.0625,0.666667,0,0.356209,West
0,0,0.148148,0.0625,0.333333,0.272727,0.681373,West
0,0,0.111111,0.0625,0.333333,0.363636,0.679739,West
0,0,0.148148,0.0625,0.333333,0.272727,0.678105,East
0,0,0.185185,0.0625,0.333333,0.272727,0.676471,East
0,0,0.222222,0.0625,0.333333,0.272727,0.674837,East
0,0,0.259259,0.0625,0.333333,0.227273,0.673203,East
0,0,0.296296,0.0625,0.333333,0.136364,0.671569,East
0,0,0.333333,0.0625,0.333333,0.136364,0.669935,East
0,0,0.37037,0.0625,0.333333,0.090909,0.668301,East
0,0,0.407407,0.0625,0.333333,0,0.666667,East
0,0,0.444444,0.0625,0.333333,0,0.665033,East
0,0,0.444444,0.125,0.333333,0,0.663399,North
0,0,0.481481,0.125,0.333333,0.090909,0.661765,East
0,0,0.444444,0.125,0.333333,0.090909,0.660131,West
0,0,0.407407,0.125,0.333333,0.090909,0.658497,West
0,0,0.37037,0.125,0.333333,0.090909,0.656863,West
0,0,0.333333,0.125,0.333333,0,0.655229,West
0,0,0.296296,0.125,0.333333,0,0.653595,West
0,0,0.296296,0.0625,0.333333,0,0.651961,South
0,0,0.259259,0.0625,0.333333,0.090909,0.650327,West
0,0,0.296296,0.0625,0.333333,0,0.648693,East
0,0,0.333333,0.0625,0,0.181818,0.973856,East
0,0,0.37037,0.0625,0,0.181818,0.972222,East
0,0,0.37037,0.125,0,0.181818,0.970588,North
0,0,0.37037,0.125,0,0.227273,0.968954,North
0,0,0.407407,0.125,0,0.136364,0.96732,East
0,0,0.444444,0.125,0,0.090909,0.965686,East
0,0,0.481481,0.125,0,0,0.964052,East
0,0,0.518519,0.125,0,0,0.962418,East
0,0,0.518519,0.0625,0,0.090909,0.960784,South
0,0,0.518519,0.0625,0,0.090909,0.95915,South
0,0,0.481481,0.0625,0,0.045455,0.957516,West
0,0,0.444444,0.0625,0,0.090909,0.955882,West
0,0,0.444444,0.125,0,0.045455,0.954248,North
0,0,0,0.25,1,0.272727,0.053922,Stop
0,0,0,0.25,1,0.227273,0.052288,Stop
0,0,0,0.25,1,0.181818,0.050654,Stop
0,0,0,0.25,1,0.227273,0.04902,Stop
0,0,0,0.25,1,0.181818,0.047386,Stop
0,0,0,0.25,1,0.181818,0.045752,Stop
0,0,0,0.25,1,0.181818,0.044118,Stop
0,0,0,0.25,1,0.227273,0.042484,Stop
0,0,0,0.25,1,0.272727,0.04085,Stop
0,0,0,0.25,1,0.272727,0.039216,Stop
0,0,0,0.25,1,0.272727,0.037582,Stop
0,0,0,0.25,1,0.272727,0.035948,Stop
0,0,0,0.25,1,0.227273,0.034314,Stop
0,0,0,0.25,1,0.181818,0.03268,Stop
0,0,0.037037,0.25,1,0.136364,0.031046,East
0,0,0.074074,0.25,1,0.136364,0.029412,East
0,0,0.111111,0.25,1,0.045455,0.027778,East
0,0,0.148148,0.25,1,0.136364,0.026144,East
0,0,0.185185,0.25,1,0.090909,0.02451,East
0,0,0.222222,0.25,1,0.045455,0.022876,East
0,0,0.259259,0.25,1,0.045455,0.021242,East
0,0,0.296296,0.25,0.666667,0.272727,0.346405,East
0,0,0.333333,0.25,0.666667,0.318182,0.344771,East
0,0,0.37037,0.25,0.666667,0.272727,0.343137,East
0,0,0.407407,0.25,0.666667,0.181818,0.341503,East
0,0,0.444444,0.25,0.666667,0.090909,0.339869,East
0,0,0.481481,0.25,0.666667,0.090909,0.338235,East
0,0,0.518519,0.25,0.666667,0.045455,0.336601,East
0,0,0.555556,0.25,0.666667,0.045455,0.334967,East
0,0,0.555556,0.1875,0.666667,0.045455,0.333333,South
0,0,0.555556,0.125,0.666667,0.045455,0.331699,South
0,0,0.555556,0.0625,0.666667,0.045455,0.330065,South
0,0,0.555556,0.0625,0.666667,0,0.328431,South
0,0,0.592593,0.0625,0.666667,0,0.326797,East
0,0,0.62963,0.0625,0.333333,0.181818,0.651961,East
0,0,0.62963,0.0625,0.333333,0.136364,0.650327,East
0,0,0.592593,0.0625,0.333333,0.136364,0.648693,West
0,0,0.555556,0.0625,0.333333,0.136364,0.647059,West
0,0,0.518519,0.0625,0.333333,0.136364,0.645425,West
0,0,0.481481,0.0625,0.333333,0.136364,0.643791,West
0,0,0.444444,0.0625,0.333333,0.136364,0.642157,West
0,0,0.407407,0.0625,0.333333,0.136364,0.640523,West
0,0,0.37037,0.0625,0.333333,0.090909,0.638889,West
0,0,0.333333,0.0625,0.333333,0.090909,0.637255,West
0,0,0.296296,0.0625,0.333333,0.045455,0.635621,West
0,0,0.259259,0.0625,0.333333,0.045455,0.633987,West
0,0,0.222222,0.0625,0.333333,0,0.632353,West
0,0,0.222222,0.125,0.333333,0.045455,0.630719,North
0,0,0.185185,0.125,0.333333,0,0.629085,West
0,0,0.148148,0.125,0.333333,0.045455,0.627451,West
0,0,0.111111,0.125,0.333333,0,0.625817,West
0,0,0.074074,0.125,0,0.136364,0.95098,West
0,0,0.037037,0.125,0,0.181818,0.949346,West
0,0,0.074074,0.125,0,0.136364,0.947712,East
0,0,0.111111,0.125,0,0.136364,0.946078,East
0,0,0.148148,0.125,0,0.090909,0.944444,East
0,0,0.185185,0.125,0,0.090909,0.94281,East
0,0,0.222222,0.125,0,0.090909,0.941176,East
0,0,0.222222,0.1875,0,0.090909,0.939542,North
0,0,0.222222,0.25,0,0.045455,0.937908,North
0,0,0.222222,0.25,0,0.090909,0.936275,North
0,0,0.259259,0.25,0,0.045455,0.934641,East
0,0,0.296296,0.25,0,0.045455,0.933007,East
0,0,0,0.25,1,0.272727,0.053922,Stop
0,0,0,0.25,1,0.272727,0.052288,Stop
0,0,0,0.25,1,0.272727,0.050654,Stop
0,0,0,0.25,1,0.227273,0.04902,Stop
0,0,0,0.1875,1,0.227273,0.047386,South
0,0,0,0.125,1,0.272727,0.045752,South
0,0,0.037037,0.125,1,0.227273,0.044118,East
0,0,0.074074,0.125,1,0.136364,0.042484,East
0,0,0.111111,0.125,1,0.090909,0.04085,East
0,0,0.148148,0.125,1,0.090909,0.039216,East
0,0,0.185185,0.125,1,0.090909,0.037582,East
0,0,0.222222,0.125,1,0.090909,0.035948,East
0,0,0.259259,0.125,1,0.045455,0.034314,East
0,0,0.296296,0.125,1,0,0.03268,East
0,0,0.296296,0.0625,0.666667,0,0.357843,South
0,0,0.296296,0.0625,0.666667,0.045455,0.356209,South
0,0,0.259259,0.0625,0.666667,0.045455,0.354575,West
0,0,0.296296,0.0625,0.333333,0.318182,0.679739,East
0,0,0.333333,0.0625,0.333333,0.272727,0.678105,East
0,0,0.37037,0.0625,0.333333,0.181818,0.676471,East
0,0,0.333333,0.0625,0.333333,0.272727,0.674837,West
0,0,0.296296,0.0625,0.333333,0.363636,0.673203,West
0,0,0.296296,0.125,0.333333,0.272727,0.671569,North
0,0,0.296296,0.125,0.333333,0.227273,0.669935,North
0,0,0.259259,0.125,0.333333,0.272727,0.668301,West
0,0,0.222222,0.125,0.333333,0.272727,0.666667,West
0,0,0.222222,0.1875,0.333333,0.272727,0.665033,North
0,0,0.222222,0.25,0.333333,0.318182,0.663399,North
0,0,0.185185,0.25,0.333333,0.227273,0.661765,West
0,0,0.148148,0.25,0.333333,0.227273,0.660131,West
0,0,0.111111,0.25,0.333333,0.181818,0.658497,West
0,0,0.074074,0.25,0.333333,0.136364,0.656863,West
0,0,0.037037,0.25,0.333333,0.090909,0.655229,West
0,0,0,0.25,0.333333,0.045455,0.653595,West
0,0,0,0.1875,0.333333,0,0.651961,South
0,0,0,0.125,0,0.5,0.977124,South
0,0,0,0.0625,0,0.5,0.97549,South
0,0,0,0.125,0,0.5,0.973856,North
0,0,0,0.1875,0,0.5,0.972222,North
0,0,0,0.25,0,0.590909,0.970588,North
0,0,0.037037,0.25,0,0.545455,0.968954,East
0,0,0.074074,0.25,0,0.454545,0.96732,East
0,0,0.111111,0.25,0,0.409091,0.965686,East
0,0,0.148148,0.25,0,0.363636,0.964052,East
0,0,0.185185,0.25,0,0.363636,0.962418,East
0,0,0.222222,0.25,0,0.272727,0.960784,East
0,0,0.222222,0.1875,0,0.272727,0.95915,South
0,0,0.222222,0.125,0,0.272727,0.957516,South
0,0,0.222222,0.0625,0,0.272727,0.955882,South
0,0,0.222222,0.125,0,0.318182,0.954248,North
0,0,0.222222,0.1875,0,0.363636,0.952614,North
0,0,0.222222,0.25,0,0.409091,0.95098,North
0,0,0.259259,0.25,0,0.409091,0.949346,East
0,0,0.296296,0.25,0,0.363636,0.947712,East
0,0,0.333333,0.25,0,0.272727,0.946078,East
0,0,0.37037,0.25,0,0.272727,0.944444,East
0,0,0.407407,0.25,0,0.272727,0.94281,East
0,0,0.444444,0.25,0,0.181818,0.941176,East
0,0,0.481481,0.25,0,0.181818,0.939542,East
0,0,0.481481,0.1875,0,0.090909,0.937908,South
0,0,0.481481,0.125,0,0,0.936275,South
0,0,0.518519,0.125,0,0.045455,0.934641,East
0,0,0.555556,0.125,0,0.136364,0.933007,East
0,0,0.592593,0.125,0,0.181818,0.931373,East
0,0,0.555556,0.125,0,0.090909,0.929739,West
0,0,0.518519,0.125,0,0.045455,0.928105,West
0,0,0.481481,0.125,0,0.045455,0.926471,West
0,0,0.444444,0.125,0,0.045455,0.924837,West
