@relation 'pacman_info-weka.filters.unsupervised.attribute.Remove-R5,7,10,15,20,24-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.supervised.attribute.ClassOrder-R1-C0-weka.filters.supervised.attribute.ClassOrder-R1-C0-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates'

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute width numeric
@attribute height numeric
@attribute g2Living {True,False}
@attribute g4Living {True,False}
@attribute livingGhosts numeric
@attribute g1Y numeric
@attribute g2X numeric
@attribute g2Y numeric
@attribute g3X numeric
@attribute g4X numeric
@attribute g4Y numeric
@attribute g1D numeric
@attribute g2D numeric
@attribute g4D numeric
@attribute class {Stop,North,West,South,East}

@data
6,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,9,West
7,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,8,East
8,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,7,East
9,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,6,East
10,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,5,East
11,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,4,East
12,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,3,East
13,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,2,East
14,5,20,13,False,True,1,1,3,1,5,14,6,-1,-1,1,East
2,6,20,8,True,True,4,4,8,6,12,16,5,8,6,15,East
3,6,20,8,True,True,4,4,8,6,11,16,4,6,5,15,East
4,6,20,8,True,True,4,5,8,6,11,16,3,4,4,15,East
5,6,20,8,True,True,4,4,8,6,11,16,4,4,3,13,East
6,6,20,8,True,True,4,4,8,6,12,15,4,2,2,11,East
7,6,20,8,True,True,4,4,8,6,12,14,4,2,1,9,East
8,6,20,8,False,True,3,4,3,1,12,13,4,3,-1,7,East
9,6,20,8,False,True,3,4,3,1,12,13,3,5,-1,7,East
10,6,20,8,False,True,3,4,3,1,13,13,3,7,-1,6,East
11,6,20,8,False,True,3,3,3,1,12,12,3,9,-1,4,East
12,6,20,8,False,True,3,3,3,1,12,13,3,9,-1,4,East
13,6,20,8,False,True,3,3,3,1,12,14,3,9,-1,4,East
14,6,20,8,False,True,3,3,3,1,12,15,3,10,-1,4,East
15,6,20,8,False,True,3,3,3,1,11,16,3,12,-1,4,East
16,6,20,8,False,True,3,3,3,1,11,16,4,12,-1,2,East
16,5,20,8,False,True,3,3,3,1,10,17,4,10,-1,2,South
16,4,20,8,False,True,3,3,3,1,10,17,4,8,-1,1,South
15,4,20,8,False,True,3,4,3,1,11,18,4,6,-1,3,West
14,4,20,8,False,True,3,4,3,1,10,17,4,6,-1,3,West
13,4,20,8,False,True,3,4,3,1,10,17,4,5,-1,4,West
12,4,20,8,False,True,3,3,3,1,9,17,3,5,-1,6,West
11,4,20,8,False,True,3,3,3,1,9,18,3,3,-1,8,West
10,4,20,8,False,True,3,3,3,1,9,18,3,1,-1,9,West
10,3,20,8,False,True,2,1,3,1,9,18,3,-1,-1,8,South
10,3,20,8,False,True,2,1,3,1,9,17,3,-1,-1,7,South
11,3,20,8,False,True,2,1,3,1,8,16,3,-1,-1,5,East
12,3,20,8,False,True,2,1,3,1,8,16,3,-1,-1,4,East
13,3,20,8,False,True,2,1,3,1,7,16,4,-1,-1,4,East
14,3,20,8,False,True,2,1,3,1,8,16,5,-1,-1,4,East
15,3,20,8,False,True,2,1,3,1,9,16,6,-1,-1,4,East
16,3,20,8,False,True,2,1,3,1,8,16,5,-1,-1,2,East
16,4,20,8,False,True,2,1,3,1,7,16,6,-1,-1,2,North
16,5,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,North
16,6,20,8,False,False,1,1,3,1,7,7,1,-1,-1,-1,North
16,5,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,South
16,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,South
15,4,20,8,False,False,1,1,3,1,7,7,1,-1,-1,-1,West
14,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
13,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
12,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
11,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
10,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
9,4,20,8,False,False,1,1,3,1,7,7,1,-1,-1,-1,West
8,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
7,4,20,8,False,False,1,1,3,1,6,7,1,-1,-1,-1,West
2,6,20,8,True,True,4,4,8,6,11,16,6,6,6,14,East
3,6,20,8,True,True,4,4,8,6,11,16,6,5,5,13,East
4,6,20,8,True,True,4,4,8,6,11,16,6,4,4,12,East
5,6,20,8,True,True,4,4,8,6,11,16,6,3,3,11,East
6,6,20,8,True,True,4,4,8,6,11,16,6,2,2,10,East
7,6,20,8,True,True,4,4,8,6,11,16,6,3,1,9,East
8,6,20,8,False,True,3,4,3,1,11,16,6,4,-1,8,East
9,6,20,8,False,True,3,4,3,1,11,16,6,5,-1,7,East
10,6,20,8,False,True,3,4,3,1,11,16,6,6,-1,6,East
11,6,20,8,False,True,3,4,3,1,11,16,6,7,-1,5,East
12,6,20,8,False,True,3,4,3,1,11,16,6,8,-1,4,East
13,6,20,8,False,True,3,4,3,1,11,16,6,9,-1,3,East
14,6,20,8,False,True,3,4,3,1,11,16,6,10,-1,2,East
15,6,20,8,False,True,3,4,3,1,11,16,6,11,-1,1,East
16,6,20,8,False,False,2,4,3,1,11,7,1,12,-1,-1,East
16,5,20,8,False,False,2,4,3,1,11,7,1,11,-1,-1,South
16,4,20,8,False,False,2,4,3,1,11,7,1,10,-1,-1,South
16,3,20,8,False,False,2,4,3,1,11,7,1,11,-1,-1,South
15,3,20,8,False,False,2,4,3,1,11,7,1,10,-1,-1,West
14,3,20,8,False,False,2,4,3,1,11,7,1,9,-1,-1,West
13,3,20,8,False,False,2,4,3,1,11,7,1,8,-1,-1,West
12,3,20,8,False,False,2,4,3,1,11,7,1,7,-1,-1,West
11,3,20,8,False,False,1,4,3,1,5,7,1,6,-1,-1,West
11,4,20,8,False,False,1,4,3,1,5,7,1,5,-1,-1,North
10,4,20,8,False,False,1,4,3,1,5,7,1,4,-1,-1,West
9,4,20,8,False,False,1,4,3,1,5,7,1,3,-1,-1,West
8,4,20,8,False,False,1,4,3,1,5,7,1,2,-1,-1,West
7,4,20,8,False,False,1,4,3,1,5,7,1,1,-1,-1,West
