@relation pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute livingGhosts numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}

@data
0,1,1,0.046053,Stop
0,1,1,0.044408,Stop
0,1,1,0.042763,Stop
0,1,1,0.041118,Stop
0,1,1,0.039474,Stop
0,1,1,0.037829,Stop
0,0.933333,1,0.036184,South
0,0.866667,1,0.034539,South
0,0.8,1,0.032895,South
0,0.733333,1,0.03125,South
0,0.666667,1,0.029605,South
0,0.6,1,0.027961,South
0,0.533333,1,0.026316,South
0,0.466667,1,0.024671,South
0,0.4,1,0.023026,South
0,0.333333,1,0.021382,South
0,0.266667,1,0.019737,South
0,0.2,1,0.018092,South
0,0.133333,1,0.016447,South
0.037037,0.133333,1,0.014803,East
0.074074,0.133333,0.666667,0.342105,East
0.111111,0.133333,0.666667,0.340461,East
0.148148,0.133333,0.666667,0.338816,East
0.148148,0.133333,0.666667,0.337171,East
0.148148,0.2,0.666667,0.335526,North
0.111111,0.2,0.333333,0.662829,West
0.111111,0.133333,0.333333,0.661184,South
0.111111,0.066667,0.333333,0.659539,South
0.111111,0,0.333333,0.657895,South
0.074074,0,0,0.985197,West
0.037037,0,0,0.983553,West
0.074074,0,0,0.981908,East
0,1,1,0.046053,Stop
0,1,1,0.044408,Stop
0,0.933333,1,0.042763,South
0,0.866667,1,0.041118,South
0,0.8,1,0.039474,South
0,0.733333,1,0.037829,South
0,0.666667,1,0.036184,South
0,0.6,1,0.034539,South
0,0.533333,1,0.032895,South
0,0.466667,1,0.03125,South
0,0.4,1,0.029605,South
0,0.333333,1,0.027961,South
0,0.266667,1,0.026316,South
0,0.2,1,0.024671,South
0,0.133333,1,0.023026,South
0,0.066667,1,0.021382,South
0.037037,0.066667,1,0.019737,East
0.037037,0,0.666667,0.347039,South
0,0,0.333333,0.674342,West
0,0.066667,0.333333,0.672697,North
0.037037,0.066667,0.333333,0.671053,East
0.074074,0.066667,0.333333,0.669408,East
0.111111,0.066667,0.333333,0.667763,East
0.148148,0.066667,0.333333,0.666118,East
0.148148,0.133333,0.333333,0.664474,North
0.148148,0.2,0.333333,0.662829,North
0.185185,0.2,0,0.990132,East
0.185185,0.266667,0,0.988487,North
0.185185,0.333333,0,0.986842,North
0.185185,0.4,0,0.985197,North
0,1,1,0.046053,Stop
0,1,1,0.044408,Stop
0,1,1,0.042763,Stop
0,0.933333,1,0.041118,South
0,0.866667,1,0.039474,South
0,0.8,1,0.037829,South
0,0.733333,1,0.036184,South
0,0.666667,1,0.034539,South
0,0.6,1,0.032895,South
0,0.533333,1,0.03125,South
0,0.466667,1,0.029605,South
0,0.4,1,0.027961,South
0,0.333333,1,0.026316,South
0,0.266667,1,0.024671,South
0,0.2,1,0.023026,South
0.037037,0.2,1,0.021382,East
0.074074,0.2,1,0.019737,East
0.074074,0.266667,1,0.018092,North
0.074074,0.333333,1,0.016447,North
0.074074,0.4,1,0.014803,North
0.111111,0.4,1,0.013158,East
0.148148,0.4,0.666667,0.340461,East
0.185185,0.4,0.666667,0.338816,East
0.185185,0.333333,0.666667,0.337171,South
0.185185,0.266667,0.666667,0.335526,South
0.185185,0.2,0.666667,0.333882,South
0.222222,0.2,0.666667,0.332237,East
0.259259,0.2,0.666667,0.330592,East
0.296296,0.2,0.666667,0.328947,East
0.333333,0.2,0.666667,0.327303,East
0.333333,0.133333,0.666667,0.325658,South
