@relation pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute livingGhosts numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}

@data
2,7,368,North
2,7,367,North
2,6,366,West
2,6,365,West
2,4,364,West
2,2,363,West
2,1,362,West
1,13,561,West
1,11,560,East
1,11,559,East
1,10,558,East
1,9,557,East
1,7,556,East
1,7,555,East
1,7,554,East
1,6,553,East
1,4,552,East
1,4,551,East
1,3,550,East
1,3,549,East
1,2,548,East
1,1,547,East
1,2,546,East
1,2,545,East
1,4,544,North
1,6,543,North
1,4,542,West
1,2,541,West
1,2,540,West
1,3,539,West
1,1,538,South
4,7,0,Stop
4,7,-1,Stop
4,7,-2,Stop
4,7,-3,Stop
4,6,-4,East
4,5,-5,East
4,4,-6,East
4,3,-7,East
4,2,-8,East
4,1,-9,East
3,4,190,East
3,5,189,East
3,4,188,East
3,3,187,East
3,4,186,East
3,3,185,East
3,2,184,East
3,1,183,East
2,8,382,East
2,7,381,South
2,6,380,South
2,5,379,South
2,4,378,West
2,3,377,West
2,2,376,West
2,1,375,West
1,6,574,West
1,5,573,West
1,4,572,West
1,3,571,West
1,2,570,West
1,1,569,West
4,7,0,Stop
4,6,-1,Stop
4,6,-2,Stop
4,5,-3,Stop
4,5,-4,East
4,3,-5,East
4,3,-6,East
4,2,-7,East
4,1,-8,East
3,3,191,East
3,2,190,South
3,1,189,South
3,1,188,South
2,2,387,South
2,2,386,South
2,2,385,West
2,3,384,West
2,2,383,East
2,2,382,North
2,1,381,North
1,7,580,East
1,7,579,South
1,8,578,South
1,6,577,East
1,5,576,East
1,4,575,East
1,2,574,East
1,1,573,East
4,7,0,Stop
4,6,-1,Stop
4,6,-2,Stop
4,4,-3,East
4,4,-4,East
4,2,-5,East
4,1,-6,East
4,2,-7,East
3,3,192,South
3,1,191,South
2,6,390,South
2,4,389,East
2,4,388,East
2,4,387,South
2,4,386,South
2,3,385,South
2,2,384,West
2,2,383,West
2,2,382,West
2,4,381,East
2,5,380,East
2,3,379,West
2,1,378,West
1,15,577,West
1,15,576,West
1,15,575,East
1,15,574,East
1,14,573,East
1,14,572,East
1,13,571,East
1,12,570,East
1,10,569,East
1,10,568,East
1,8,567,East
1,8,566,East
1,7,565,East
1,7,564,North
1,6,563,North
1,6,562,North
1,5,561,East
1,5,560,East
1,3,559,North
1,3,558,North
1,3,557,East
1,2,556,East
1,1,555,North
4,7,0,Stop
4,7,-1,Stop
4,7,-2,Stop
4,6,-3,East
4,5,-4,East
4,4,-5,East
4,3,-6,East
4,2,-7,East
4,1,-8,East
3,4,191,East
3,5,190,East
3,4,189,East
3,3,188,East
3,4,187,East
3,3,186,East
3,2,185,East
3,1,184,East
2,8,383,East
2,7,382,South
2,6,381,South
2,5,380,West
2,4,379,West
2,3,378,West
2,2,377,South
2,1,376,West
1,6,575,West
1,5,574,West
1,4,573,North
1,3,572,West
1,2,571,West
1,1,570,West
4,3,0,Stop
4,3,-1,Stop
4,1,-2,East
4,3,-3,East
4,4,-4,East
4,3,-5,West
4,3,-6,South
4,2,-7,South
3,4,192,West
3,6,191,West
3,4,190,North
3,2,189,North
3,2,188,North
3,2,187,East
3,1,186,South
3,2,185,South
3,2,184,South
3,2,183,East
3,2,182,North
3,2,181,West
3,2,180,West
3,2,179,West
3,2,178,West
3,4,177,West
3,2,176,South
3,3,175,South
3,3,174,East
3,1,173,East
2,4,372,North
2,3,371,North
2,2,370,North
2,2,369,East
2,3,368,East
2,3,367,North
2,1,366,North
1,11,565,West
1,10,564,West
1,8,563,West
1,6,562,South
1,5,561,South
1,3,560,South
1,3,559,West
1,3,558,West
1,2,557,West
1,2,556,West
1,2,555,North
1,3,554,North
1,1,553,East
4,13,0,Stop
4,14,-1,Stop
4,12,-2,East
4,12,-3,East
4,10,-4,East
4,10,-5,West
4,12,-6,West
4,12,-7,West
4,10,-8,South
4,8,-9,South
4,7,-10,South
4,7,-11,South
4,7,-12,South
4,7,-13,South
4,7,-14,South
4,7,-15,South
4,6,-16,South
4,4,-17,South
4,4,-18,South
4,4,-19,South
4,2,-20,East
4,2,-21,East
4,2,-22,East
4,4,-23,East
4,4,-24,East
4,6,-25,East
4,4,-26,East
4,2,-27,East
4,2,-28,East
3,6,171,South
3,6,170,South
3,6,169,West
3,5,168,West
3,6,167,South
3,4,166,West
3,4,165,West
3,6,164,West
3,4,163,North
3,4,162,North
3,2,161,North
2,14,360,North
2,12,359,East
2,13,358,East
2,13,357,South
2,12,356,East
2,11,355,East
2,9,354,East
2,9,353,East
2,9,352,North
2,10,351,North
2,10,350,North
2,11,349,North
2,13,348,North
2,15,347,North
2,14,346,East
2,13,345,East
2,12,344,East
2,10,343,South
2,10,342,South
2,8,341,South
2,6,340,South
2,4,339,South
2,4,338,South
2,2,337,South
2,1,336,South
1,10,535,South
1,8,534,East
1,7,533,East
1,7,532,East
1,5,531,East
1,5,530,East
1,4,529,East
1,2,528,East
1,2,527,East
1,2,526,East
1,2,525,East
1,2,524,East
