@relation pacman_info-weka.filters.unsupervised.attribute.Remove-R6-9-weka.filters.unsupervised.attribute.Remove-R3

@attribute pacmanX numeric
@attribute pacmanY numeric
@attribute minGhost numeric
@attribute score numeric
@attribute class {Stop,North,South,East,West}

@data
8,18,16,-8,East
9,18,14,-9,East
10,18,16,-10,East
11,18,16,-11,East
12,18,16,-12,East
13,18,16,-13,East
14,18,15,-14,East
14,17,13,-15,South
14,16,13,-16,South
14,15,11,-17,South
15,15,10,-18,East
16,15,8,-19,East
17,15,8,-20,East
17,14,8,-21,South
17,13,8,-22,South
18,13,8,-23,East
19,13,7,-24,East
19,14,6,-25,North
19,14,7,-26,North
20,14,6,-27,East
20,14,5,-28,East
20,15,5,-29,North
21,15,5,-30,East
22,15,3,-31,East
23,15,1,-32,East
24,15,3,-33,East
24,14,3,-34,South
23,14,1,-35,West
22,14,2,-36,West
22,15,1,-37,North
23,15,19,162,East
24,15,20,161,East
23,15,18,160,West
22,15,18,159,West
21,15,18,158,West
20,15,16,157,West
20,14,16,156,South
20,13,16,155,South
20,12,14,154,South
20,11,14,153,South
19,11,12,152,West
18,11,10,151,West
17,11,10,150,West
16,11,10,149,West
15,11,8,148,West
14,11,10,147,West
14,10,8,146,South
14,9,6,145,South
14,8,4,144,South
14,7,2,143,South
14,6,2,142,South
14,5,12,341,South
14,4,12,340,South
14,5,13,339,North
14,6,14,338,North
14,7,15,337,North
14,8,15,336,North
14,9,15,335,North
14,10,16,334,North
14,11,17,333,North
13,11,15,332,West
13,11,15,331,West
13,11,16,330,West
13,12,18,329,North
12,12,18,328,West
11,12,16,327,West
10,12,14,326,West
10,11,12,325,South
10,10,12,324,South
10,9,10,323,South
10,8,9,322,South
10,7,8,321,South
10,6,6,320,South
9,6,6,319,West
8,6,6,318,West
7,6,5,317,West
6,6,3,316,West
5,6,3,315,West
4,6,3,314,West
3,6,3,313,West
2,6,1,312,West
1,6,5,511,West
1,7,5,510,North
1,8,7,509,North
1,7,7,508,South
1,6,5,507,South
2,6,5,506,East
3,6,4,505,East
3,5,4,504,South
3,4,3,503,South
4,4,2,502,East
5,4,1,501,East
1,18,13,0,Stop
1,18,13,-1,Stop
1,18,13,-2,Stop
2,18,12,-3,East
3,18,11,-4,East
2,18,12,-5,West
1,18,13,-6,West
1,17,12,-7,South
1,16,11,-8,South
1,15,10,-9,South
1,14,9,-10,South
1,13,8,-11,South
1,12,7,-12,South
1,11,6,-13,South
1,10,5,-14,South
1,9,4,-15,South
1,8,5,-16,South
1,7,6,-17,South
1,6,7,-18,South
2,6,6,-19,East
3,6,5,-20,East
4,6,4,-21,East
4,7,3,-22,North
4,8,2,-23,North
4,9,1,-24,North
5,9,12,175,East
5,8,11,174,South
5,7,10,173,South
5,6,9,172,South
6,6,8,171,East
7,6,7,170,East
8,6,6,169,East
9,6,5,168,East
10,6,4,167,East
11,6,3,166,East
11,5,2,165,South
11,4,1,164,South
11,5,2,163,North
11,6,3,162,North
11,5,2,161,South
11,4,1,160,South
11,3,9,359,South
11,4,8,358,North
11,5,7,357,North
11,6,6,356,North
11,7,7,355,North
11,8,8,354,North
11,9,9,353,North
11,10,10,352,North
11,11,11,351,North
11,12,12,350,North
12,12,11,349,East
13,12,10,348,East
14,12,9,347,East
14,11,8,346,South
14,10,7,345,South
13,10,8,344,West
13,10,8,343,West
13,9,7,342,South
13,8,6,341,South
13,7,5,340,South
13,6,4,339,South
14,6,3,338,East
15,6,2,337,East
16,6,1,336,East
17,6,15,535,East
16,6,16,534,West
15,6,17,533,West
14,6,18,532,West
14,7,17,531,North
14,8,16,530,North
14,9,15,529,North
14,10,14,528,North
15,10,13,527,East
16,10,12,526,East
17,10,11,525,East
18,10,10,524,East
19,10,9,523,East
19,11,8,522,North
19,12,7,521,North
19,13,6,520,North
20,13,5,519,East
20,13,5,518,East
20,14,6,517,North
20,15,7,516,North
21,15,6,515,East
22,15,5,514,East
23,15,4,513,East
24,15,3,512,East
25,15,2,511,East
25,14,1,510,South
1,13,14,0,Stop
1,13,14,-1,Stop
1,13,14,-2,Stop
1,12,13,-3,South
1,11,12,-4,South
1,10,11,-5,South
2,10,10,-6,East
3,10,9,-7,East
4,10,8,-8,East
5,10,7,-9,East
5,9,6,-10,South
5,8,5,-11,South
5,8,5,-12,South
4,8,6,-13,West
3,8,7,-14,West
2,8,8,-15,West
1,8,9,-16,West
1,7,8,-17,South
1,6,7,-18,South
1,5,6,-19,South
2,5,5,-20,East
3,5,4,-21,East
4,5,3,-22,East
5,5,2,-23,East
6,5,1,-24,East
7,5,8,175,East
6,5,9,174,West
5,5,10,173,West
4,5,11,172,West
3,5,12,171,West
2,5,13,170,West
1,5,14,169,West
1,4,13,168,South
1,3,12,167,South
2,3,11,166,East
3,3,10,165,East
4,3,9,164,East
5,3,8,163,East
6,3,7,162,East
7,3,6,161,East
8,3,5,160,East
9,3,4,159,East
10,3,3,158,East
11,3,2,157,East
12,3,1,156,East
13,3,5,355,East
14,3,4,354,East
15,3,3,353,East
16,3,4,352,East
17,3,5,351,East
18,3,6,350,East
18,4,5,349,North
18,5,4,348,North
18,6,3,347,North
17,6,2,346,West
16,6,1,345,West
15,6,6,544,West
16,6,7,543,East
17,6,8,542,East
17,7,7,541,North
17,8,6,540,North
17,9,5,539,North
17,10,4,538,North
17,11,3,537,North
16,11,2,536,West
15,11,1,535,West
1,13,14,0,Stop
1,13,13,-1,Stop
1,13,14,-2,Stop
2,13,12,-3,East
3,13,11,-4,East
4,13,11,-5,East
5,13,10,-6,East
6,13,8,-7,East
7,13,8,-8,East
8,13,8,-9,East
9,13,8,-10,East
9,12,6,-11,South
9,11,5,-12,South
10,11,5,-13,East
11,11,5,-14,East
12,11,4,-15,East
13,11,2,-16,East
14,11,2,-17,East
15,11,1,-18,East
16,11,7,181,East
17,11,8,180,East
17,10,8,179,South
17,9,7,178,South
17,8,7,177,South
17,7,5,176,South
17,6,4,175,South
16,6,3,174,West
15,6,2,173,West
14,6,2,172,West
13,6,2,171,West
12,6,1,170,West
11,6,4,369,West
10,6,4,368,West
9,6,6,367,West
9,5,5,366,South
9,4,5,365,South
9,3,5,364,South
10,3,4,363,East
11,3,4,362,East
12,3,2,361,East
13,3,2,360,East
14,3,1,359,East
15,3,15,558,East
14,3,14,557,West
13,3,12,556,West
12,3,12,555,West
11,3,11,554,West
10,3,11,553,West
9,3,11,552,West
8,3,9,551,West
7,3,7,550,West
6,3,6,549,West
5,3,6,548,West
4,3,5,547,West
3,3,5,546,West
2,3,3,545,West
1,3,3,544,West
1,4,2,543,North
12,10,3,0,Stop
12,10,2,-1,Stop
12,10,2,-2,Stop
12,10,3,-3,Stop
12,10,2,-4,Stop
13,10,2,-5,East
14,10,4,-6,East
15,10,5,-7,East
15,9,5,-8,South
15,8,5,-9,South
15,7,5,-10,South
15,6,4,-11,South
15,5,2,-12,South
14,5,2,-13,West
13,5,1,-14,West
13,4,8,185,South
13,3,8,184,South
12,3,8,183,West
11,3,6,182,West
10,3,4,181,West
9,3,2,180,West
8,3,2,179,West
7,3,2,178,West
6,3,1,177,West
5,3,3,176,West
5,4,3,175,North
5,5,2,174,North
6,5,10,373,East
7,5,10,372,East
7,6,10,371,North
6,6,8,370,West
5,6,9,369,West
4,6,10,368,West
4,7,8,367,North
4,8,6,366,North
4,9,6,365,North
3,9,6,364,West
3,10,6,363,North
3,11,4,362,North
3,12,4,361,North
3,13,4,360,North
3,14,3,359,North
4,14,2,358,East
5,14,6,557,East
6,14,4,556,East
7,14,2,555,East
8,14,1,554,East
12,10,3,0,Stop
12,10,3,-1,Stop
12,10,3,-2,Stop
13,10,2,-3,East
14,10,3,-4,East
15,10,4,-5,East
15,11,3,-6,North
15,12,2,-7,North
15,13,3,-8,North
15,14,4,-9,North
14,14,3,-10,West
13,14,2,-11,West
12,14,3,-12,West
11,14,4,-13,West
10,14,5,-14,West
10,13,4,-15,South
10,12,3,-16,South
11,12,2,-17,East
12,12,1,-18,East
13,12,6,181,East
12,12,7,180,West
11,12,6,179,West
10,12,5,178,West
9,12,4,177,West
8,12,3,176,West
7,12,2,175,West
6,12,1,174,West
5,12,6,373,West
6,12,7,372,East
7,12,8,371,East
8,12,9,370,East
8,13,10,369,North
8,14,11,368,North
7,14,10,367,West
6,14,9,366,West
5,14,8,365,West
4,14,9,364,West
3,14,10,363,West
3,13,9,362,South
3,12,8,361,South
3,11,7,360,South
3,10,6,359,South
3,9,5,358,South
3,8,4,357,South
3,7,3,356,South
3,6,2,355,South
4,6,1,354,East
5,6,8,553,East
5,5,9,552,South
5,4,10,551,South
6,4,9,550,East
7,4,8,549,East
7,3,9,548,South
8,3,8,547,East
9,3,7,546,East
10,3,6,545,East
11,3,5,544,East
12,3,4,543,East
12,4,3,542,North
12,5,2,541,North
12,6,1,540,North
